EQUIPMENTID,GROUPNUM,VALUE,PRED
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,1.4579809031918478,1
E001,1,1.4579809031918478,1
E001,1,-1.0485764577943288,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,-2.3018551382874173,1
E001,1,-1.0485764577943288,1
E001,1,1.4579809031918478,1
E001,1,1.4579809031918478,1
E001,1,0.2047022226987595,1
E001,1,1.4579809031918478,1
E001,1,0.2047022226987595,1
E001,1,1.4579809031918478,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,-1.0485764577943288,1
E001,1,-1.0485764577943288,1
E001,1,1.4579809031918478,1
E001,1,-1.0485764577943288,1
E001,1,0.2047022226987595,1
E001,1,1.4579809031918478,1
E001,1,0.2047022226987595,1
E001,1,-1.0485764577943288,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,1.4579809031918478,1
E001,1,0.2047022226987595,1
E001,1,-1.0485764577943288,1
E001,1,0.2047022226987595,1
E001,1,-1.0485764577943288,1
E001,1,-1.0485764577943288,1
E001,1,1.4579809031918478,1
E001,1,1.4579809031918478,1
E001,1,-1.0485764577943288,1
E001,1,0.2047022226987595,1
E001,1,1.4579809031918478,1
E001,1,0.2047022226987595,1
E001,1,-1.0485764577943288,1
E001,1,-1.0485764577943288,1
E001,1,0.2047022226987595,1
E001,1,1.4579809031918478,1
E001,1,0.2047022226987595,1
E001,1,1.4579809031918478,1
E001,1,1.4579809031918478,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,1.4579809031918478,1
E001,1,1.4579809031918478,1
E001,1,-1.0485764577943288,1
E001,1,-1.0485764577943288,1
E001,1,1.4579809031918478,1
E001,1,0.2047022226987595,1
E001,1,-2.3018551382874173,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,-1.0485764577943288,1
E001,1,1.4579809031918478,1
E001,1,1.4579809031918478,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,-1.0485764577943288,1
E001,1,-1.0485764577943288,1
E001,1,0.2047022226987595,1
E001,1,-1.0485764577943288,1
E001,1,-1.0485764577943288,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,-1.0485764577943288,1
E001,1,-1.0485764577943288,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,1.4579809031918478,1
E001,1,0.2047022226987595,1
E001,1,-1.0485764577943288,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,-1.0485764577943288,1
E001,1,0.2047022226987595,1
E001,1,1.4579809031918478,1
E001,1,0.2047022226987595,1
E001,1,1.4579809031918478,1
E001,1,1.4579809031918478,1
E001,1,-1.0485764577943288,1
E001,1,-1.0485764577943288,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,-2.3018551382874173,1
E001,1,-1.0485764577943288,1
E001,1,-1.0485764577943288,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,1.4579809031918478,1
E001,1,-1.0485764577943288,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,1.4579809031918478,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,1,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,-2.3018551382874173,1
E001,4,-2.3018551382874173,1
E001,4,-1.0485764577943288,1
E001,4,-2.3018551382874173,1
E001,4,1.4579809031918478,1
E001,4,0.2047022226987595,1
E001,4,-2.3018551382874173,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,-1.0485764577943288,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,-2.3018551382874173,1
E001,4,-1.0485764577943288,1
E001,4,-1.0485764577943288,1
E001,4,-1.0485764577943288,1
E001,4,1.4579809031918478,1
E001,4,-2.3018551382874173,1
E001,4,-1.0485764577943288,1
E001,4,1.4579809031918478,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,1.4579809031918478,1
E001,4,0.2047022226987595,1
E001,4,1.4579809031918478,1
E001,4,-1.0485764577943288,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,1.4579809031918478,1
E001,4,1.4579809031918478,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,-2.3018551382874173,1
E001,4,-4.808423964740121,1
E001,4,-4.808423964740121,1
E001,4,0.2047022226987595,1
E001,4,-1.0485764577943288,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,1.4579809031918478,1
E001,4,0.2047022226987595,1
E001,4,1.4579809031918478,1
E001,4,0.2047022226987595,1
E001,4,-1.0485764577943288,1
E001,4,-1.0485764577943288,1
E001,4,1.4579809031918478,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,2.711259583684937,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,1.4579809031918478,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,-1.0485764577943288,1
E001,4,-1.0485764577943288,1
E001,4,0.2047022226987595,1
E001,4,-2.3018551382874173,1
E001,4,1.4579809031918478,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,1.4579809031918478,1
E001,4,0.2047022226987595,1
E001,4,-1.0485764577943288,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,-1.0485764577943288,1
E001,4,1.4579809031918478,1
E001,4,0.2047022226987595,1
E001,4,-1.0485764577943288,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,-1.0485764577943288,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,1.4579809031918478,1
E001,4,0.2047022226987595,1
E001,4,1.4579809031918478,1
E001,4,-1.0485764577943288,1
E001,4,-1.0485764577943288,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,-1.0485764577943288,1
E001,4,-2.3018551382874173,1
E001,4,1.4579809031918478,1
E001,4,0.2047022226987595,1
E001,4,2.711259583684937,1
E001,4,2.711259583684937,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,-1.0485764577943288,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E001,4,0.2047022226987595,1
E002,0,1.4585694361520842,0
E002,0,-1.0986626921665046,0
E002,0,-1.0986626921665046,0
E002,0,1.4585694361520842,0
E002,0,1.4585694361520842,0
E002,0,1.4585694361520842,0
E002,0,0.17995337199278957,0
E002,0,1.4585694361520842,0
E002,0,0.17995337199278957,0
E002,0,-1.0986626921665046,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,1.4585694361520842,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,1.4585694361520842,0
E002,0,0.17995337199278957,0
E002,0,-1.0986626921665046,0
E002,0,-1.0986626921665046,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,2.7371855003113787,0
E002,0,-1.0986626921665046,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,1.4585694361520842,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,2.7371855003113787,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,-1.0986626921665046,0
E002,0,0.17995337199278957,0
E002,0,-1.0986626921665046,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,1.4585694361520842,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,-1.0986626921665046,0
E002,0,-1.0986626921665046,0
E002,0,0.17995337199278957,0
E002,0,-1.0986626921665046,0
E002,0,-1.0986626921665046,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,-1.0986626921665046,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,1.4585694361520842,0
E002,0,0.17995337199278957,0
E002,0,-2.3772787563257998,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,1.4585694361520842,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,1.4585694361520842,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,1.4585694361520842,0
E002,0,0.17995337199278957,0
E002,0,-2.3772787563257998,0
E002,0,1.4585694361520842,0
E002,0,-1.0986626921665046,0
E002,0,1.4585694361520842,0
E002,0,1.4585694361520842,0
E002,0,1.4585694361520842,0
E002,0,-1.0986626921665046,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,-2.3772787563257998,0
E002,0,-2.3772787563257998,0
E002,0,1.4585694361520842,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,-1.0986626921665046,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,-2.3772787563257998,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,1.4585694361520842,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,0.17995337199278957,0
E002,0,-1.0986626921665046,0
E002,1,-1.0986626921665046,0
E002,1,-1.0986626921665046,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,-1.0986626921665046,0
E002,1,-1.0986626921665046,0
E002,1,0.17995337199278957,0
E002,1,-1.0986626921665046,0
E002,1,1.4585694361520842,0
E002,1,2.7371855003113787,0
E002,1,0.17995337199278957,0
E002,1,1.4585694361520842,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,1.4585694361520842,0
E002,1,0.17995337199278957,0
E002,1,1.4585694361520842,0
E002,1,1.4585694361520842,0
E002,1,0.17995337199278957,0
E002,1,-1.0986626921665046,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,1.4585694361520842,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,-1.0986626921665046,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,1.4585694361520842,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,1.4585694361520842,0
E002,1,-1.0986626921665046,0
E002,1,-2.3772787563257998,0
E002,1,-2.3772787563257998,0
E002,1,2.7371855003113787,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,-1.0986626921665046,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,-1.0986626921665046,0
E002,1,-1.0986626921665046,0
E002,1,1.4585694361520842,0
E002,1,-1.0986626921665046,0
E002,1,1.4585694361520842,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,-1.0986626921665046,0
E002,1,0.17995337199278957,0
E002,1,1.4585694361520842,0
E002,1,-1.0986626921665046,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,-1.0986626921665046,0
E002,1,-1.0986626921665046,0
E002,1,-1.0986626921665046,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,-2.3772787563257998,0
E002,1,-1.0986626921665046,0
E002,1,-1.0986626921665046,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,-1.0986626921665046,0
E002,1,-1.0986626921665046,0
E002,1,1.4585694361520842,0
E002,1,1.4585694361520842,0
E002,1,1.4585694361520842,0
E002,1,1.4585694361520842,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,2.7371855003113787,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,1.4585694361520842,0
E002,1,2.7371855003113787,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,-1.0986626921665046,0
E002,1,0.17995337199278957,0
E002,1,-1.0986626921665046,0
E002,1,2.7371855003113787,0
E002,1,-1.0986626921665046,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,1,1.4585694361520842,0
E002,1,1.4585694361520842,0
E002,1,-1.0986626921665046,0
E002,1,2.7371855003113787,0
E002,1,2.7371855003113787,0
E002,1,0.17995337199278957,0
E002,1,1.4585694361520842,0
E002,1,1.4585694361520842,0
E002,1,1.4585694361520842,0
E002,1,0.17995337199278957,0
E002,1,-1.0986626921665046,0
E002,1,-1.0986626921665046,0
E002,1,1.4585694361520842,0
E002,1,0.17995337199278957,0
E002,1,0.17995337199278957,0
E002,2,1.4585694361520842,0
E002,2,1.4585694361520842,0
E002,2,1.4585694361520842,0
E002,2,0.17995337199278957,0
E002,2,1.4585694361520842,0
E002,2,0.17995337199278957,0
E002,2,0.17995337199278957,0
E002,2,0.17995337199278957,0
